id,name,alias,type,sex,lineage_scope,birth_year,death_year,traditional_life_years,date_quality,date_quality_detail,date_note,display_note,note
n_nobuko,寛仁親王妃 信子,麻生信子,civil_princess,female,non_imperial,1955,,,A_standard,,宮内庁公開略歴（年のみ）,,
n_hisako,憲仁親王妃 久子,鳥取久子,civil_princess,female,non_imperial,1953,,,A_standard,,宮内庁公開略歴（年のみ）,,
p_akiko,彬子女王,,princess,female,imperial,1981,,,A_standard,,宮内庁公開略歴（年のみ）,寛仁親王第一女子,寛仁親王第一女子
p_yoko,瑶子女王,,princess,female,imperial,1983,,,A_standard,,宮内庁公開略歴（年のみ）,寛仁親王第二女子,寛仁親王第二女子
p_tsuguko,承子女王,,princess,female,imperial,1986,,,A_standard,,宮内庁公開略歴（年のみ）,憲仁親王第一女子,憲仁親王第一女子
p_noriko,千家典子,典子女王,princess,female,imperial,1988,,,A_standard,,宮内庁公開略歴（年のみ）,憲仁親王第二女子・2014年婚姻により皇族の身分を離れる,憲仁親王第二女子・2014年婚姻により皇族の身分を離れる
p_ayako,守谷絢子,絢子女王,princess,female,imperial,1990,,,A_standard,,宮内庁公開略歴（年のみ）,憲仁親王第三女子・2018年婚姻により皇族の身分を離れる,憲仁親王第三女子・2018年婚姻により皇族の身分を離れる
kaya_001,賀陽宮邦憲王,巌麿王,prince,male,imperial,1867,1909,,A_standard,,講談社『日本人名大辞典+Plus』で賀陽宮邦憲王1867–1909を再確認。公開系譜依存から人物辞典確認済みへ更新する。,朝彦親王第二男子・賀陽宮初代,朝彦親王第二男子・賀陽宮初代
kaya_002,賀陽恒憲,賀陽宮恒憲王,prince,male,imperial,1900,1978,,A_standard,,講談社『デジタル版 日本人名大辞典+Plus』および日外アソシエーツ『20世紀日本人名事典』が賀陽恒憲1900–1978を一致して掲げるため再確認済み。A_standardへ更新する。,邦憲王第一男子・賀陽宮第2代・1947年皇籍離脱,邦憲王第一男子・賀陽宮第2代・1947年皇籍離脱
kaya_003,賀陽邦寿,邦寿王,prince,male,imperial,1922,1986,,A_standard,,徳富蘇峰記念館人物検索が賀陽邦寿1922–1986を明示し、元皇族・賀陽宮恒憲王第一王子として確認できるため、1922–1986を維持しA_standardへ更新する。,恒憲王第一男子・1947年皇籍離脱・旧賀陽宮第3代・子女なし,恒憲王第一男子・1947年皇籍離脱・旧賀陽宮第3代・子女なし
kaya_004,賀陽治憲,治憲王,prince,male,imperial,1926,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒憲王殿下王男子御誕生御命名の件（治憲王殿下）大正15年』で1926年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒憲王第二男子・1947年皇籍離脱・旧賀陽宮第4代,恒憲王第二男子・1947年皇籍離脱・旧賀陽宮第4代
kaya_005,賀陽章憲,章憲王,prince,male,imperial,1929,1994,,B_partial_or_disputed,source_mixed,宮内庁書陵部『恒憲王殿下王男子御誕生御命名の件（章憲王殿下）昭和4年』で1929年出生を直接確認。death_year=1994は現段階で二次系譜由来のため、全生没年が一次・公的確認済みとはせずB_partial_or_disputedへ更新する。,恒憲王第三男子・1947年皇籍離脱,恒憲王第三男子・1947年皇籍離脱
kaya_006,賀陽文憲,文憲王,prince,male,imperial,1931,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒憲王殿下王男子御誕生御命名の件（文憲王殿下）昭和6年』で1931年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒憲王第四男子・1947年皇籍離脱,恒憲王第四男子・1947年皇籍離脱
kaya_007,賀陽宗憲,宗憲王,prince,male,imperial,1935,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒憲王妃敏子殿下御分娩の件（宗憲王殿下）昭和10年』で1935年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒憲王第五男子・1947年皇籍離脱,恒憲王第五男子・1947年皇籍離脱
kaya_008,賀陽健憲,健憲王,prince,male,imperial,1942,,,B_partial_or_disputed,death_unrecorded,宮内庁書陵部『恒憲王妃敏子殿下御分娩の件（健憲王殿下）昭和17年』で1942年出生を直接確認。death_yearは空欄のためB_partial_or_disputedへ更新する。,恒憲王第六男子・1947年皇籍離脱,恒憲王第六男子・1947年皇籍離脱
kaya_009,賀陽正憲,,imperial_descendant,male,imperial,1959,,,A_standard,,賀陽章憲の長男。1959年生。外交官・国家公務員として勤務した人物で、賀陽家当主。男子2人は氏名非公表のため既存方針どおり未収録。,賀陽章憲第一男子・旧賀陽宮第5代,賀陽章憲第一男子・旧賀陽宮第5代。男子2人は氏名非公表のため未収録
asaka_001,朝香鳩彦,朝香宮鳩彦王,prince,male,imperial,1887,1981,,A_standard,,東京都庭園美術館（旧朝香宮邸）公式資料で朝香宮鳩彦王1887–1981を再確認。公的博物館資料確認済み。,朝彦親王第八男子・朝香宮初代・1947年皇籍離脱,朝彦親王第八男子・朝香宮初代・1947年皇籍離脱
p_nobuko_meiji,鳩彦王妃 允子内親王,富美宮允子内親王,princess,female,imperial,1891,1933,,A_standard,,東京都庭園美術館・Kotobankで確認（年のみ）,明治天皇第八皇女,明治天皇第八皇女。御称号は富美宮。鳩彦王妃。
u_yasuhiko_nobuko,,,marriage,,,,,,,,,朝香宮鳩彦王・鳩彦王妃 允子内親王の婚姻等関係節点,朝香宮鳩彦王・鳩彦王妃 允子内親王の婚姻等関係節点
asaka_002,朝香孚彦,孚彦王,prince,male,imperial,1912,1994,,A_standard,,日外アソシエーツ『367日誕生日大事典』が朝香孚彦を1912年10月8日生、1994年没とするため、1912–1994を維持しA_standardへ更新する。,鳩彦王第一男子・1947年皇籍離脱・旧朝香宮第2代,鳩彦王第一男子・1947年皇籍離脱・旧朝香宮第2代
asaka_003,朝香誠彦,誠彦王,prince,male,imperial,1943,,,A_standard,,公開資料照合（年のみ）,孚彦王第一男子・1947年皇籍離脱・旧朝香宮第3代,孚彦王第一男子・1947年皇籍離脱・旧朝香宮第3代
asaka_004,朝香明彦,,imperial_descendant,male,imperial,1972,,,C_secondary_genealogy,,公開系譜照合（年のみ） v3.60最終C監査: 神社・公益法人・勤務先法人・役員名簿・公式プロフィールも追加検索したが、現行birth_yearを直接裏付ける一次・準一次プロフィールに到達しなかったためCを最終確定する。公開系譜を超える個人情報探索は行わない。,朝香誠彦第一男子,朝香誠彦第一男子
yamashina_001,山階宮晃親王,,prince,male,imperial,1816,1898,,A_standard,,京都国立近代美術館収蔵品データベースおよび講談社『日本人名大辞典+Plus』で山階宮晃親王1816–1898を再確認。公的博物館・人物辞典確認済み。,邦家親王第一男子・山階宮初代,邦家親王第一男子・山階宮初代・光格天皇猶子・のち孝明天皇猶子
yamashina_002,山階宮菊麿王,梨本宮菊麿王,prince,male,imperial,1873,1908,,B_partial_or_disputed,disputed_birth;value_corrected,講談社『日本人名大辞典+Plus』では山階宮菊麿王は1873年7月3日生、1908年5月2日没。v3.56までbirth_year=1874としていたため1873へ修正。旧公開系譜に1874年表記があり典拠差が確認されたためB_partial_or_disputedとする。,晃親王第一男子・一時梨本宮継承・山階宮第2代,晃親王第一男子・一時梨本宮守脩親王の養子、のち山階宮第2代
yamashina_003,山階武彦,山階宮武彦王,prince,male,imperial,1898,1987,,A_standard,,公開資料照合（年のみ）,菊麿王第一男子・山階宮第3代・1947年皇籍離脱,菊麿王第一男子・山階宮第3代・1947年皇籍離脱・男子なし
nashimoto_001,梨本宮守脩親王,,prince,male,imperial,1819,1881,,A_standard,,江戸後期・明治時代の皇族。伏見宮貞敬親王の王子。円満院・梶井門跡、天台座主を経て還俗し、梨本宮を創立した。1819–1881を通常年代として収録する。,貞敬親王第十男子・梨本宮初代,貞敬親王第十男子・梨本宮初代
nashimoto_002,梨本守正,梨本宮守正王,prince,male,imperial,1874,1951,,A_standard,,国立国会図書館『近代日本人の肖像』で梨本守正1874–1951を再確認。公的図書館資料確認済み。,朝彦親王第四男子・梨本宮第2代・1947年皇籍離脱,久邇宮朝彦親王第四男子・梨本宮第2代・1947年皇籍離脱・男子なし
kanin_003,閑院宮美仁親王,,prince,male,imperial,1758,1818,,A_standard,,Kotobank『美仁親王』,典仁親王第一男子・閑院宮第3代,典仁親王第一男子・閑院宮第3代
kanin_004,閑院宮孝仁親王,,prince,male,imperial,1792,1824,,A_standard,,Kotobank『孝仁親王』,美仁親王第一男子・閑院宮第4代,美仁親王第一男子・閑院宮第4代
kanin_005,閑院宮愛仁親王,,prince,male,imperial,1818,1842,,A_standard,,CiNii Books『孝仁親王実録 ; 愛仁親王実録』の件名標目が愛仁親王1818–1842を明示するため、1818–1842を維持しA_standardへ更新する。,孝仁親王第二男子・閑院宮第5代・子女なし,孝仁親王第二男子・閑院宮第5代・子女なし
kanin_006,閑院宮載仁親王,,prince,male,imperial,1865,1945,,A_standard,,講談社『日本人名大辞典+Plus』で閑院宮載仁親王1865–1945を再確認。宮内庁書陵部の皇族旅行録にも同人物の記録がある。,邦家親王第十六男子・閑院宮第6代,伏見宮邦家親王第十六男子・孝明天皇養子・1872年に閑院宮第6代を継承
kanin_007,閑院春仁,閑院宮春仁王,prince,male,imperial,1902,1988,,A_standard,,公開資料照合（年のみ）,載仁親王第二男子・閑院宮第7代・1947年皇籍離脱,載仁親王第二男子・閑院宮第7代・1947年皇籍離脱・子女なし
higashifushimi_001,東伏見宮依仁親王,小松宮依仁親王,prince,male,imperial,1867,1922,,A_standard,,国立国会図書館典拠で東伏見宮依仁親王1867–1922を再確認。講談社『日本人名大辞典+Plus』とも一致する。,邦家親王第十七男子・東伏見宮初代,伏見宮邦家親王第十七男子・山階宮晃親王養嗣子、のち小松宮彰仁親王養嗣子・明治天皇猶子・東伏見宮初代・実子なく1922年に宮家断絶
u_kogen_ikagashikome,,,marriage,,,,,,,,,孝元天皇・伊香色謎命の婚姻等関係節点,孝元天皇・伊香色謎命の婚姻等関係節点
p_tochi,十市皇女,,princess,female,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,天武天皇皇女・母は額田王・弘文天皇妃,天武天皇皇女・母は額田王・弘文天皇妃・葛野王母
p_kadono,葛野王,,prince,male,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,弘文天皇・十市皇女皇子,弘文天皇・十市皇女皇子・池辺王父
p_ikebe,池辺王,,prince,male,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,葛野王の子,葛野王の子
c_omimifune,淡海三船,御船王,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,池辺王の子・御船王から淡海真人を賜姓,池辺王の子・旧名御船王・751年淡海真人を賜姓し臣籍降下
n_omimifune_daughter,淡海三船の娘,,civil_princess,female,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,淡海三船の娘,淡海三船の娘
c_tachibana_tsunenushi,橘常主,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,淡海三船の外孫,淡海三船の外孫
c_tachibana_yasukio,橘安吉雄,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘常主の子,橘常主の子
c_tachibana_yoshimoto,橘良基,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘安吉雄の子,橘安吉雄の子
c_tachibana_sumikiyo,橘澄清,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘良基の子,橘良基の子
n_tachibana_sumikiyo_daughter,橘澄清の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘澄清の娘,橘澄清の娘
n_fujiwara_tokihime,藤原時姫,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘澄清の外孫,橘澄清の外孫
n_fujiwara_senshi,藤原詮子,東三条院,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原時姫の娘・一条天皇生母,藤原時姫の娘・一条天皇生母
p_abo,阿保親王,,prince,male,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,平城天皇皇子・在原業平父,平城天皇皇子・葛井藤子所生・伊都内親王夫・在原業平父
c_ariwara_narihira,在原業平,在五中将,civil_prince,male,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,阿保親王・伊都内親王皇子・826年在原朝臣姓を賜る,阿保親王・伊都内親王皇子・826年在原朝臣姓を賜り臣籍降下
n_ariwara_miko,在原美子,,civil_princess,female,granted_clan,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,在原業平の娘,在原業平の娘
c_fujiwara_kiyotsura,藤原清貫,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,在原美子の子,在原美子の子
n_fujiwara_kiyotsura_daughter,藤原清貫の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原清貫の娘,藤原清貫の娘
c_fujiwara_yasutada,藤原懐忠,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原清貫の外孫,藤原清貫の外孫
c_fujiwara_kunimasa,藤原邦昌,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原懐忠の子,藤原懐忠の子
c_fujiwara_kunitsune,藤原邦恒,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原邦昌の子,藤原邦昌の子
c_fujiwara_yukifusa,藤原行房,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原邦恒の子,藤原邦恒の子
n_fujiwara_yukifusa_daughter,藤原行房の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原行房の娘,藤原行房の娘
c_fujiwara_muneno,藤原宗能,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原行房の外孫,藤原行房の外孫
n_fujiwara_muneno_daughter,藤原宗能の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原宗能の娘,藤原宗能の娘
c_fujiwara_sadayoshi,藤原定能,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原宗能の外孫,藤原宗能の外孫
n_fujiwara_sadayoshi_daughter,藤原定能の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原定能の娘,藤原定能の娘
c_mochiie_sada,持明院家定,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原定能の外孫,藤原定能の外孫
c_mochiie_motomori,持明院基盛,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院家定の子,持明院家定の子
c_mochiie_motoyo,持明院基世,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基盛の子,持明院基盛の子
c_mochiie_motokane,持明院基兼,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基世の子,持明院基世の子
c_mochiie_motokiyo,持明院基清,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基兼の子,持明院基兼の子
c_mochiie_motochika,持明院基親,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基清の子,持明院基清の子
n_mochiie_motochika_daughter,持明院基親の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基親の娘,持明院基親の娘
c_tokudaiji_kinari,徳大寺公有,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基親の外孫,持明院基親の外孫
c_tokudaiji_saneatsu,徳大寺実淳,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,徳大寺公有の子,徳大寺公有の子
n_tokudaiji_ishiko,徳大寺維子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,徳大寺実淳の娘・近衛稙家母,徳大寺実淳の娘・近衛尚通室・近衛稙家母
p_nukata,額田王,,princess,female,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,天武天皇妃・十市皇女母,天武天皇妃・十市皇女母
u_tenmu_nukata,,,marriage,,,,,,,,,天武天皇・額田王の婚姻等関係節点,天武天皇・額田王の婚姻等関係節点
u_kobun_tochi,,,marriage,,,,,,,,,弘文天皇・十市皇女の婚姻等関係節点,弘文天皇・十市皇女の婚姻等関係節点
c_tachibana_shimadamaro,橘島田麻呂,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,淡海三船の娘の夫・橘常主父,淡海三船の娘の夫・橘常主父
u_mifune_daughter_shimadamaro,,,marriage,,,,,,,,,淡海三船の娘・橘島田麻呂の婚姻等関係節点,淡海三船の娘・橘島田麻呂の婚姻等関係節点
c_fujiwara_nakamasa,藤原中正,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,橘澄清の娘の夫・藤原時姫父,橘澄清の娘の夫・藤原時姫父
u_sumikiyo_daughter_nakamasa,,,marriage,,,,,,,,,橘澄清の娘・藤原中正の婚姻等関係節点,橘澄清の娘・藤原中正の婚姻等関係節点
c_fujiwara_kaneie,藤原兼家,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原時姫の夫・藤原詮子父,藤原時姫の夫・藤原詮子父
u_kaneie_tokihime,,,marriage,,,,,,,,,藤原兼家・藤原時姫の婚姻等関係節点,藤原兼家・藤原時姫の婚姻等関係節点
u_enyu_senshi,,,marriage,,,,,,,,,円融天皇・藤原詮子の婚姻等関係節点,円融天皇・藤原詮子の婚姻等関係節点
n_kuzui_toshi,葛井藤子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,平城天皇妃・阿保親王母,平城天皇妃・阿保親王母
u_heizei_kuzui,,,marriage,,,,,,,,,平城天皇・葛井藤子の婚姻等関係節点,平城天皇・葛井藤子の婚姻等関係節点
p_ito,伊都内親王,伊登内親王,princess,female,imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,桓武天皇皇女・阿保親王妃・在原業平母,桓武天皇皇女・阿保親王妃・在原業平母
u_abo_ito,,,marriage,,,,,,,,,阿保親王・伊都内親王の婚姻等関係節点,阿保親王・伊都内親王の婚姻等関係節点
c_fujiwara_yasunori,藤原保則,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,在原美子の夫・藤原清貫父,在原美子の夫・藤原清貫父
u_ariwara_miko_yasunori,,,marriage,,,,,,,,,在原美子・藤原保則の婚姻等関係節点,在原美子・藤原保則の婚姻等関係節点
c_fujiwara_tsunesuke,藤原恒佐,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原清貫の娘の夫・藤原懐忠父,藤原清貫の娘の夫・藤原懐忠父
u_kiyotsura_daughter_tsunesuke,,,marriage,,,,,,,,,藤原清貫の娘・藤原恒佐の婚姻等関係節点,藤原清貫の娘・藤原恒佐の婚姻等関係節点
n_minamoto_kiyoto_daughter,源清遠の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原懐忠の妻・藤原邦昌母,藤原懐忠の妻・藤原邦昌母
u_yasutada_kiyoto_daughter,,,marriage,,,,,,,,,藤原懐忠・源清遠の娘の婚姻等関係節点,藤原懐忠・源清遠の娘の婚姻等関係節点
n_minamoto_nin_daughter,源任の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原邦昌の妻・藤原邦恒母,藤原邦昌の妻・藤原邦恒母
u_kunimasa_minamoto_nin_daughter,,,marriage,,,,,,,,,藤原邦昌・源任の娘の婚姻等関係節点,藤原邦昌・源任の娘の婚姻等関係節点
c_fujiwara_munetada,藤原宗忠,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原行房の娘の夫・藤原宗能父,藤原行房の娘の夫・藤原宗能父
u_yukifusa_daughter_munetada,,,marriage,,,,,,,,,藤原行房の娘・藤原宗忠の婚姻等関係節点,藤原行房の娘・藤原宗忠の婚姻等関係節点
c_fujiwara_sueyuki,藤原季行,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原宗能の娘の夫・藤原定能父,藤原宗能の娘の夫・藤原定能父
u_muneno_daughter_sueyuki,,,marriage,,,,,,,,,藤原宗能の娘・藤原季行の婚姻等関係節点,藤原宗能の娘・藤原季行の婚姻等関係節点
c_mochiie_ieyuki,持明院家行,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,藤原定能の娘の夫・持明院家定父,藤原定能の娘の夫・持明院家定父
u_sadayoshi_daughter_ieyuki,,,marriage,,,,,,,,,藤原定能の娘・持明院家行の婚姻等関係節点,藤原定能の娘・持明院家行の婚姻等関係節点
c_tokudaiji_sanemori,徳大寺実盛,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,持明院基親の娘の夫・徳大寺公有父,持明院基親の娘の夫・徳大寺公有父
u_motochika_daughter_sanemori,,,marriage,,,,,,,,,持明院基親の娘・徳大寺実盛の婚姻等関係節点,持明院基親の娘・徳大寺実盛の婚姻等関係節点
n_takakura_nagatoyo_daughter,高倉永豊の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,徳大寺公有の妻・徳大寺実淳母,徳大寺公有の妻・徳大寺実淳母
u_kinari_takakura_daughter,,,marriage,,,,,,,,,徳大寺公有・高倉永豊の娘の婚姻等関係節点,徳大寺公有・高倉永豊の娘の婚姻等関係節点
c_konoe_hisamichi,近衛尚通,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,徳大寺維子の夫・近衛稙家父,徳大寺維子の夫・近衛稙家父
u_ishiko_hisamichi,,,marriage,,,,,,,,,徳大寺維子・近衛尚通の婚姻等関係節点,徳大寺維子・近衛尚通の婚姻等関係節点
c_konoe_taneie,近衛稙家,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,近衛尚通・徳大寺維子の子・近衛前久父,近衛尚通・徳大寺維子の子・近衛前久父
n_hosokawa_takamoto_daughter,細川高基の娘,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,近衛稙家の妻・近衛前久母,近衛稙家の妻・近衛前久母
u_taneie_hosokawa,,,marriage,,,,,,,,,近衛稙家・細川高基の娘の婚姻等関係節点,近衛稙家・細川高基の娘の婚姻等関係節点
c_konoe_sakihisa,近衛前久,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,近衛稙家の子・近衛前子父,近衛稙家の子・近衛前子父
n_konoe_sakiko,近衛前子,中和門院,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部系譜資料に基づき収録した直系祖先経路上の人物。生没年は今回は未収録。,近衛前久の娘・後陽成天皇女御・後水尾天皇母,近衛前久の娘・後陽成天皇女御・後水尾天皇母
u_goyozei_sakiko,,,marriage,,,,,,,,,後陽成天皇・近衛前子の婚姻等関係節点,後陽成天皇・近衛前子の婚姻等関係節点
c_minamoto_yoshiari,源能有,,civil_prince,male,granted_clan,845,897,,A_standard,,Kotobank『源能有』,文徳天皇皇子・臣籍に入り源姓,文徳天皇皇子・臣籍に入り源姓
n_minamoto_akiko,源昭子,,civil_princess,female,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・人名辞典に基づき収録した直系祖先経路上の人物。,源能有の娘・藤原師輔母,源能有の娘・藤原師輔母
c_fujiwara_tadahira,藤原忠平,,civil_prince,male,non_imperial,,,,U_undated,historical_period_known;external_source_contact,外部史料・人名辞典に基づき収録した直系祖先経路上の人物。,源昭子の夫・藤原師輔父,源昭子の夫・藤原師輔父
c_fujiwara_morosuke,藤原師輔,,civil_prince,male,non_imperial,908,960,,A_standard,,Kotobank『藤原師輔』,藤原忠平・源昭子の子・藤原安子父,藤原忠平・源昭子の子・藤原安子父
